ID,BirdID,Year,Date,SunriseTimeDaylightSavings,TimeCapt,TimeOfDay,Sex,SexMF,Stage,Ageminyears,Agecat,PCV,PCVcntr,PCVcntr2,PCV_percent,PCV_percent_cntr,PCV_percent_cntr2,Hb,Hbcntr,Hbcntr2,Hbdiv10,Hbdiv10cntr,Hbdiv10cntr2,TPP,TPPcntr,TPPcntr2,HL_original,Log10HL_original,Log10HL_original_cntr,Log10HL_original_cntr2,HLAllOlyas,Log10HLAllOlyas,Log10HLAllOlyas_cntr,Log10HLAllOlyas_cntr2,SMI,SMIcntr,SMIcntr2,Muscle,Musclecntr,Musclecntr2,Fat,Fatcntr,Fatcntr2,PC1,PC1sq,PC2,PC2sq,PC3,PC3sq,NumberIndependent
43,026-34057,4(2009-10),20-Dec-09,4:58,7:30,152,0,F,pre,4,A1Y,0.5,0.019571,0.000383,50,2,4,172,-4,16,17.2,-0.4,0.16,4.4,-0.5479,0.300147,1.173913,0.069636,0.290198,0.084215,1.173913,0.069636,0.275008,0.075629,9.95,-0.1582,0.025,2,0.25,0.0643,3,1.06,1.1327,0.401012,0.16081,0.36091,0.130256,0.48835,0.238486,1
44,026-34083,3(2008-09),9-Apr-09,5:43,6:04,21,1,M,I,3,A1Y,0.47,-0.010429,0.000109,47,-1,1,175,-1,1,17.5,-0.1,0.01,4.6,-0.3479,0.121005,0.253165,-0.596597,-0.376035,0.141403,0.282051,-0.549672,-0.3443,0.118542,10.21,0.0973,0.0095,2,0.25,0.0643,1,-0.94,0.8756,0.255084,0.065068,-0.697434,0.486414,-1.20322,1.447739,0
48,026-36710,3(2008-09),20-Feb-09,6:32,9:27,175,0,F,L,3,A1Y,0.425,-0.055429,0.003072,42.5,-5.5,30.25,156,-20,400,15.6,-2,4,5.8,0.8521,0.726147,2.92,0.465383,0.685945,0.47052,2.92,0.465383,0.670755,0.449912,11.28,1.1726,1.3749,1,-0.75,0.5572,3,1.06,1.1327,-3.170902,10.054618,1.291473,1.667902,0.910529,0.829062,4
49,026-46307,4(2009-10),3-Mar-10,5:35,10:53,318,1,M,N,2,A1Y,0.48,-0.000429,0,48,0,0,190,14,196,19,1.4,1.96,4.4,-0.5479,0.300147,0.492537,-0.307561,-0.086999,0.007569,0.492537,-0.307561,-0.102189,0.010443,9.74,-0.3696,0.1366,2,0.25,0.0643,2,0.06,0.0041,1.040206,1.082028,-0.220199,0.048488,-0.092387,0.008535,0
50,026-46308,3(2008-09),26-Feb-09,6:34,10:27,233,1,M,I,2,A1Y,0.54,0.059571,0.003549,54,6,36,202,26,676,20.2,2.6,6.76,5.4,0.4521,0.204433,0.5,-0.30103,-0.080468,0.006475,0.5,-0.30103,-0.095658,0.00915,9.86,-0.2462,0.0606,1.5,-0.25,0.0607,2.5,0.56,0.3184,1.46344,2.141658,-0.499237,0.249237,1.842402,3.394447,0
52,026-46311,3(2008-09),24-Feb-09,6:33,10:18,225,1,M,L,1,1Y,0.5,0.019571,0.000383,50,2,4,196,20,400,19.6,2,4,5,0.0521,0.002719,0.229167,-0.639849,-0.419287,0.175801,0.229167,-0.639849,-0.434477,0.18877,9.86,-0.2462,0.0606,2,0.25,0.0643,4,2.06,4.2613,0.703286,0.494611,-1.266636,1.604366,1.445987,2.090878,3
54,026-46317,4(2009-10),22-Feb-10,5:32,10:38,306,1,M,L,1,1Y,0.52,0.039571,0.001566,52,4,16,188,12,144,18.8,1.2,1.44,4.4,-0.5479,0.300147,1.325581,0.122406,0.342968,0.117627,1.325581,0.122406,0.327778,0.107439,10.72,0.61,0.3721,2,0.25,0.0643,3,1.06,1.1327,0.910768,0.829499,-0.417559,0.174355,1.240911,1.53986,1
55,026-46319,4(2009-10),22-Feb-10,5:32,9:09,217,1,M,I,2,A1Y,0.48,-0.000429,0,48,0,0,183,7,49,18.3,0.7,0.49,4.8,-0.1479,0.021862,0.851852,-0.069636,0.150926,0.022779,0.851852,-0.069636,0.135736,0.018424,9.62,-0.486,0.2362,1.5,-0.25,0.0607,3,1.06,1.1327,0.187103,0.035008,0.720314,0.518852,0.897655,0.805785,0
56,026-46322,3(2008-09),19-Feb-09,6:31,9:17,166,1,M,I,2,A1Y,0.47,-0.010429,0.000109,47,-1,1,168,-8,64,16.8,-0.8,0.64,5.4,0.4521,0.204433,0.240506,-0.618873,-0.398312,0.158652,0.240506,-0.618873,-0.413501,0.170983,10.09,-0.0192,0.0004,2,0.25,0.0643,2,0.06,0.0041,-0.611087,0.373427,-0.881622,0.777258,-0.530259,0.281175,2
58,026-46335,4(2009-10),31-Mar-10,5:42,10:30,288,0,F,N,2,A1Y,0.48,-0.000429,0,48,0,0,186,10,100,18.6,1,1,3.7,-1.2479,1.557147,1.439024,0.158068,0.37863,0.143361,1.439024,0.158068,0.36344,0.132089,9.92,-0.1878,0.0353,2,0.25,0.0643,3,1.06,1.1327,0.977123,0.954769,0.601169,0.361404,0.419306,0.175818,2
59,026-46340,4(2009-10),16-Dec-09,4:56,10:25,329,1,M,pre,3,A1Y,0.48,-0.000429,0,48,0,0,163,-13,169,16.3,-1.3,1.69,5.7,0.7521,0.565719,1.380952,0.140179,0.36074,0.130134,1.380952,0.140179,0.345551,0.119405,9.81,-0.2988,0.0893,1,-0.75,0.5572,4,2.06,4.2613,-1.541424,2.375987,1.450998,2.105394,1.771289,3.137464,0
64,026-46369,4(2009-10),4-May-10,5:49,7:06,77,0,F,post,2,A1Y,0.475,-0.005429,0.000029,47.5,-0.5,0.25,174,-2,4,17.4,-0.2,0.04,4.1,-0.8479,0.718862,0.5625,-0.249877,-0.029316,0.000859,0.5625,-0.249877,-0.044505,0.001981,10.3,0.1877,0.0352,3,1.25,1.5714,1,-0.94,0.8756,0.965383,0.931964,-1.197104,1.433058,-1.715063,2.941443,1
66,026-46379,3(2008-09),15-May-09,5:53,7:49,116,0,F,post,1,1Y,0.48,-0.000429,0,48,0,0,179,3,9,17.9,0.3,0.09,4.8,-0.1479,0.021862,0.315068,-0.501595,-0.281033,0.07898,0.265823,-0.575408,-0.370036,0.136926,10.33,0.2166,0.0469,2,0.25,0.0643,1,-0.94,0.8756,0.384549,0.147878,-0.978219,0.956913,-0.913345,0.834199,2
72,026-46397,3(2008-09),9-Mar-09,6:37,7:57,80,0,F,I,1,1Y,0.455,-0.025429,0.000647,45.5,-2.5,6.25,155,-21,441,15.5,-2.1,4.41,4.5,-0.4479,0.200576,0.170732,-0.767686,-0.547124,0.299345,0.162791,-0.78837,-0.582998,0.339887,10.13,0.015,0.0002,2,0.25,0.0643,2,0.06,0.0041,-0.821478,0.674827,-0.693107,0.480397,-1.548041,2.39643,1
74,026-46397,4(2009-10),25-Dec-09,5:00,6:17,77,0,F,pre,2,A1Y,0.43,-0.050429,0.002543,43,-5,25,172,-4,16,17.2,-0.4,0.16,4.8,-0.1479,0.021862,0.538462,-0.268845,-0.048284,0.002331,0.538462,-0.268845,-0.063473,0.004029,9.26,-0.8481,0.7193,2,0.25,0.0643,2,0.06,0.0041,-0.371031,0.137664,0.557593,0.31091,-0.920012,0.846422,2
76,026-46405,3(2008-09),8-Apr-09,5:43,10:03,260,0,F,N,1,1Y,0.5,0.019571,0.000383,50,2,4,186,10,100,18.6,1,1,5,0.0521,0.002719,0.328767,-0.483112,-0.26255,0.068932,0.190476,-0.720159,-0.514787,0.265006,9.92,-0.1895,0.0359,2,0.25,0.0643,2.5,0.56,0.3184,0.675281,0.456005,-1.230076,1.513087,0.267907,0.071774,0
77,026-46443,4(2009-10),3-Mar-10,5:35,10:50,315,0,F,N,1,1Y,0.48,-0.000429,0,48,0,0,191,15,225,19.1,1.5,2.25,4.4,-0.5479,0.300147,0.666667,-0.176091,0.04447,0.001978,0.666667,-0.176091,0.029281,0.000857,9.94,-0.1688,0.0285,1.5,-0.25,0.0607,2,0.06,0.0041,0.768195,0.590124,0.357439,0.127762,0.323009,0.104335,0
80,026-46513,3(2008-09),6-Apr-09,5:43,5:37,-6,0,F,N,1,1Y,0.55,0.069571,0.00484,55,7,49,184,8,64,18.4,0.8,0.64,5.9,0.9521,0.906576,0.30137,-0.5209,-0.300339,0.090203,0.754386,-0.122406,0.082966,0.006883,9.83,-0.2806,0.0787,1.5,-0.25,0.0607,3,1.06,1.1327,0.619107,0.383294,-0.129087,0.016663,2.088766,4.362945,0
83,026-46513,4(2009-10),13-Dec-09,4:55,5:11,16,0,F,pre,2,A1Y,0.5,0.019571,0.000383,50,2,4,195,19,361,19.5,1.9,3.61,5.1,0.1521,0.023147,1,0,0.220562,0.048647,1,0,0.205372,0.042178,9.58,-0.526,0.2767,1.5,-0.25,0.0607,3.5,1.56,2.447,0.658999,0.434279,0.501561,0.251564,1.88397,3.549343,0
85,026-46548,3(2008-09),29-Mar-09,6:41,7:04,23,0,F,N,1,1Y,0.51,0.029571,0.000874,51,3,9,176,0,0,17.6,0,0,4.5,-0.4479,0.200576,0.195122,-0.709694,-0.489132,0.23925,0.195122,-0.709694,-0.504322,0.254341,9.35,-0.7553,0.5706,1,-0.75,0.5572,0,-1.94,3.747,1.185233,1.404777,0.572131,0.327333,-1.064559,1.133286,3
86,026-46554,3(2008-09),30-Mar-09,5:41,5:44,3,1,M,N,2,A1Y,0.52,0.039571,0.001566,52,4,16,200,24,576,20,2.4,5.76,4.6,-0.3479,0.121005,0.470588,-0.327359,-0.106797,0.011406,0.470588,-0.327359,-0.121987,0.014881,10.03,-0.0784,0.0062,2,0.25,0.0643,1.5,-0.44,0.1898,1.887487,3.562608,-0.811502,0.658535,0.394148,0.155352,3
89,026-46566,3(2008-09),16-Apr-09,5:45,7:56,131,0,F,N,1,1Y,0.495,0.014571,0.000212,49.5,1.5,2.25,175,-1,1,17.5,-0.1,0.01,5.1,0.1521,0.023147,0.287671,-0.541104,-0.320542,0.102747,0.287671,-0.541104,-0.335732,0.112716,9.63,-0.4792,0.2297,2,0.25,0.0643,1,-0.94,0.8756,0.646786,0.418332,-0.515821,0.266071,-0.791431,0.626363,1
90,026-46573,4(2009-10),8-Mar-10,5:37,9:51,254,0,F,N,1,1Y,0.48,-0.000429,0,48,0,0,171,-5,25,17.1,-0.5,0.25,4.1,-0.8479,0.718862,0.960784,-0.017374,0.203188,0.041285,0.960784,-0.017374,0.187998,0.035343,10.5,0.3916,0.1534,1,-0.75,0.5572,1,-0.94,0.8756,-0.007802,0.000061,1.142161,1.304531,-0.472525,0.22328,0
94,026-49143,3(2008-09),31-Mar-09,5:42,5:49,7,0,F,L,3,A1Y,0.42,-0.060429,0.003652,42,-6,36,138,-38,1444,13.8,-3.8,14.44,6.2,1.2521,1.567862,0.685185,-0.164192,0.05637,0.003178,0.685185,-0.164192,0.04118,0.001696,10.84,0.7294,0.532,1,-0.75,0.5572,0,-1.94,3.747,-3.200889,10.245693,0.890912,0.793725,-1.666704,2.777903,2
96,026-49268,4(2009-10),4-Mar-10,5:36,9:24,228,1,M,N,4,A1Y,0.46,-0.020429,0.000417,46,-2,4,178,2,4,17.8,0.2,0.04,4.8,-0.1479,0.021862,2.703704,0.431959,0.652521,0.425783,2.703704,0.431959,0.637331,0.406191,9.78,-0.3324,0.1105,2,0.25,0.0643,1,-0.94,0.8756,0.310936,0.096681,1.149626,1.321641,-0.464637,0.215887,1
105,026-49404,4(2009-10),29-Dec-09,5:02,5:28,26,1,M,pre,4,A1Y,0.45,-0.030429,0.000926,45,-3,9,170,-6,36,17,-0.6,0.36,5,0.0521,0.002719,0.470588,-0.327359,-0.106797,0.011406,0.470588,-0.327359,-0.121987,0.014881,9.62,-0.4854,0.2357,1.5,-0.25,0.0607,1,-0.94,0.8756,-0.390019,0.152115,0.655844,0.430131,-0.990311,0.980716,0
107,026-49436,3(2008-09),12-Feb-09,6:29,8:35,126,0,F,I,3,A1Y,0.45,-0.030429,0.000926,45,-3,9,175,-1,1,17.5,-0.1,0.01,5,0.0521,0.002719,0.455882,-0.341147,-0.120586,0.014541,0.886792,-0.052178,0.153194,0.023468,12.11,2.0039,4.0154,1.5,-0.25,0.0607,3.5,1.56,2.447,-1.975953,3.904391,-0.85469,0.730496,1.04521,1.092463,4
108,026-49445,4(2009-10),23-Jan-10,5:18,6:43,85,1,M,L,4,A1Y,0.5,0.019571,0.000383,50,2,4,185,9,81,18.5,0.9,0.81,4.4,-0.5479,0.300147,0.388889,-0.410174,-0.189613,0.035953,0.388889,-0.410174,-0.204802,0.041944,10.65,0.5384,0.2899,2,0.25,0.0643,2,0.06,0.0041,0.748458,0.56019,-1.053395,1.109641,-0.004421,0.00002,2
109,026-49508,4(2009-10),2-Feb-10,5:23,9:36,253,1,M,L,3,A1Y,0.5,0.019571,0.000383,50,2,4,194,18,324,19.4,1.8,3.24,4.1,-0.8479,0.718862,0.492537,-0.307561,-0.086999,0.007569,0.492537,-0.307561,-0.102189,0.010443,10.41,0.3019,0.0911,2,0.25,0.0643,1.5,-0.44,0.1898,1.459135,2.129076,-0.74481,0.554742,-0.130998,0.01716,3
