ID,BirdID,Year,Date,SunriseTimeDaylightSavings,TimeCapt,TimeOfDay,Sex,Stage,Agecat,Ageminyears,PCV,PCVcntr,PCVcntr2,PCV_percent,PCV_percent_cntr,PCV_percent_cntr2,Hb,Hbcntr,Hbcntr2,Hbdiv10,Hbdiv10cntr,Hbdiv10cntr2,SMI,SMIcntr,SMIcntr2,Muscle,Musclecntr,Musclecntr2,Fat,Fatcntr,Fatcntr2,PC1,PC1sq,PC2,PC2sq,NumberIndependent
166,026-36710,3(2008-09),15-Jan-09,6:13,10:02,229,0,B,A1Y,3,0.455,-0.024277,0.000589,45.5,-2.40,5.76,162,-10.67,113.8206,16.2,-1.10,1.2100,9.67,-0.3865,0.1494,1.5,-0.61,0.3665,2.5,0.39,0.1486,0.668854,0.447365,-1.191225,1.419017,4
171,026-46307,4(2009-10),03-Mar-10,5:35,10:53,318,1,N,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,190,17.33,300.3748,19.0,1.70,2.8900,9.74,-0.3196,0.1022,2.0,-0.11,0.0111,2.0,-0.11,0.0131,-0.982298,0.964910,0.105681,0.011169,0
172,026-46308,3(2008-09),26-Feb-09,6:34,10:27,233,1,I,A1Y,2,0.540,0.060723,0.003687,54.0,6.10,37.21,202,29.33,860.3266,20.2,2.90,8.4100,9.86,-0.1962,0.0385,1.5,-0.61,0.3665,2.5,0.39,0.1486,-2.601368,6.767116,0.848230,0.719493,0
174,026-46311,3(2008-09),24-Feb-09,6:33,10:18,225,1,L,1Y,1,0.500,0.020723,0.000429,50.0,2.10,4.41,196,23.33,544.3507,19.6,2.30,5.2900,9.86,-0.1962,0.0385,2.0,-0.11,0.0111,4.0,1.89,3.5553,-0.980945,0.962254,1.380334,1.905321,3
177,026-46317,4(2009-10),22-Feb-10,5:32,10:38,306,1,L,1Y,1,0.520,0.040723,0.001658,52.0,4.10,16.81,188,15.33,235.0495,18.8,1.50,2.2500,10.72,0.6600,0.4356,2.0,-0.11,0.0111,3.0,0.89,0.7842,-0.914417,0.836158,1.425183,2.031145,1
178,026-46319,4(2009-10),22-Feb-10,5:32,9:09,217,1,I,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,183,10.33,106.7363,18.3,1.00,1.0000,9.62,-0.4360,0.1901,1.5,-0.61,0.3665,3.0,0.89,0.7842,-0.598375,0.358053,-0.216447,0.046849,0
179,026-46322,3(2008-09),19-Feb-09,6:31,9:17,166,1,I,A1Y,2,0.470,-0.009277,0.000086,47.0,-0.90,0.81,168,-4.67,21.7965,16.8,-0.50,0.2500,10.09,0.0308,0.0009,2.0,-0.11,0.0111,2.0,-0.11,0.0131,0.327901,0.107519,-0.359939,0.129556,2
181,026-46335,4(2009-10),31-Mar-10,5:42,10:30,288,0,N,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,186,13.33,177.7242,18.6,1.30,1.6900,9.92,-0.1378,0.0190,2.0,-0.11,0.0111,3.0,0.89,0.7842,-0.432053,0.186670,0.518068,0.268394,2
182,026-46340,4(2009-10),16-Dec-09,4:56,10:25,329,1,pre,A1Y,3,0.480,0.000723,0.000001,48.0,0.10,0.01,163,-9.67,93.4833,16.3,-1.00,1.0000,9.81,-0.2488,0.0619,1.0,-1.11,1.2220,4.0,1.89,3.5553,0.491792,0.241859,-0.696933,0.485716,0
185,026-46365,3(2008-09),22-Jan-09,6:17,8:14,117,0,B,1Y,1,0.460,-0.019277,0.000372,46.0,-1.90,3.61,169,-3.67,13.4592,16.9,-0.40,0.1600,11.56,1.4968,2.2405,3.0,0.89,0.8003,2.5,0.39,0.1486,1.607988,2.585626,1.502268,2.256809,5
186,026-46368,3(2008-09),05-Mar-09,6:36,10:51,255,1,B,1Y,1,0.490,0.010723,0.000115,49.0,1.10,1.21,174,1.33,1.7724,17.4,0.10,0.0100,9.40,-0.6617,0.4379,1.5,-0.61,0.3665,1.0,-1.11,1.2420,-1.081384,1.169391,-1.254726,1.574338,0
188,026-46369,4(2009-10),15-Feb-10,5:30,7:50,140,0,I,A1Y,2,0.460,-0.019277,0.000372,46.0,-1.90,3.61,159,-13.67,186.8327,15.9,-1.40,1.9600,11.22,1.1553,1.3348,2.0,-0.11,0.0111,2.0,-0.11,0.0131,1.419185,2.014087,-0.146708,0.021523,1
192,026-46379,3(2008-09),15-May-09,5:53,7:49,116,0,post,1Y,1,0.480,0.000723,0.000001,48.0,0.10,0.01,179,6.33,40.0857,17.9,0.60,0.3600,10.33,0.2666,0.0711,2.0,-0.11,0.0111,1.0,-1.11,1.2420,-0.528768,0.279596,-0.287694,0.082768,2
201,026-46397,3(2008-09),09-Mar-09,6:37,7:57,80,0,I,1Y,1,0.455,-0.024277,0.000589,45.5,-2.40,5.76,155,-17.67,312.1821,15.5,-1.80,3.2400,10.13,0.0650,0.0042,2.0,-0.11,0.0111,2.0,-0.11,0.0131,1.195672,1.429631,-0.826489,0.683083,1
202,026-46397,4(2009-10),23-Jan-10,5:18,6:01,43,0,L,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,168,-4.67,21.7965,16.8,-0.50,0.2500,11.32,1.2601,1.5879,2.0,-0.11,0.0111,3.0,0.89,0.7842,0.987857,0.975862,0.770918,0.594315,2
205,026-46405,3(2008-09),08-Apr-09,5:43,10:03,260,0,N,1Y,1,0.500,0.020723,0.000429,50.0,2.10,4.41,186,13.33,177.7242,18.6,1.30,1.6900,9.92,-0.1395,0.0195,2.0,-0.11,0.0111,2.5,0.39,0.1486,-0.957104,0.916048,0.545476,0.297544,0
206,026-46443,4(2009-10),03-Mar-10,5:35,10:50,315,0,N,1Y,1,0.480,0.000723,0.000001,48.0,0.10,0.01,191,18.33,336.0375,19.1,1.80,3.2400,9.94,-0.1188,0.0141,1.5,-0.61,0.3665,2.0,-0.11,0.0131,-1.098040,1.205692,-0.293991,0.086431,0
209,026-46513,3(2008-09),06-Apr-09,5:43,5:37,-6,0,N,1Y,1,0.550,0.070723,0.005002,55.0,7.10,50.41,184,11.33,128.3989,18.4,1.10,1.2100,9.83,-0.2306,0.0532,1.5,-0.61,0.3665,3.0,0.89,0.7842,-1.871547,3.502687,0.737260,0.543553,0
212,026-46513,4(2009-10),13-Dec-09,4:55,5:11,16,0,pre,A1Y,2,0.500,0.020723,0.000429,50.0,2.10,4.41,195,22.33,498.6881,19.5,2.20,4.8400,9.58,-0.4760,0.2266,1.5,-0.61,0.3665,3.5,1.39,1.9197,-1.372965,1.885034,0.492414,0.242472,0
214,026-46537,3(2008-09),11-Mar-09,6:37,7:14,37,0,I,1Y,1,0.490,0.010723,0.000115,49.0,1.10,1.21,174,1.33,1.7724,17.4,0.10,0.0100,10.88,0.8198,0.6721,1.5,-0.61,0.3665,0.0,-2.11,4.4709,-0.704431,0.496223,-0.957636,0.917067,0
216,026-46548,3(2008-09),29-Mar-09,6:41,7:04,23,0,N,1Y,1,0.510,0.030723,0.000944,51.0,3.10,9.61,176,3.33,11.0977,17.6,0.30,0.0900,9.35,-0.7053,0.4975,1.0,-1.11,1.2220,0.0,-2.11,4.4709,-2.022176,4.089196,-1.929959,3.724741,3
217,026-46554,3(2008-09),30-Mar-09,5:41,5:44,3,1,N,A1Y,2,0.520,0.040723,0.001658,52.0,4.10,16.81,200,27.33,747.0013,20.0,2.70,7.2900,10.03,-0.0284,0.0008,2.0,-0.11,0.0111,1.5,-0.61,0.3776,-2.190358,4.797668,0.746597,0.557406,3
219,026-46566,3(2008-09),09-Mar-09,6:37,7:44,67,0,L,1Y,1,0.425,-0.054277,0.002946,42.5,-5.40,29.16,150,-22.67,513.8688,15.0,-2.30,5.2900,11.57,1.5077,2.2731,2.0,-0.11,0.0111,1.0,-1.11,1.2420,2.340603,5.478425,-1.021603,1.043672,1
222,026-46573,4(2009-10),15-Dec-09,4:56,6:32,96,0,pre,1Y,1,0.495,0.015723,0.000247,49.5,1.60,2.56,193,20.33,413.3628,19.3,2.00,4.0000,9.12,-0.9399,0.8834,1.0,-1.11,1.2220,2.0,-0.11,0.0131,-2.002992,4.011977,-0.985666,0.971537,0
228,026-49130,2(2007-08),10-Feb-08,6:27,8:48,141,0,L,A1Y,2,0.470,-0.009277,0.000086,47.0,-0.90,0.81,160,-12.67,160.4953,16.0,-1.30,1.6900,12.19,2.1271,4.5246,3.0,0.89,0.8003,4.0,1.89,3.5553,2.537461,6.438707,2.341896,5.484477,0
229,026-49132,2(2007-08),13-Dec-07,5:55,6:41,46,1,pre,A1Y,2,0.500,0.020723,0.000429,50.0,2.10,4.41,176,3.33,11.0977,17.6,0.30,0.0900,10.06,0.0011,0.0000,3.0,0.89,0.8003,4.0,1.89,3.5553,0.309146,0.095571,2.046639,4.188732,0
233,026-49143,1(2006-07),19-Jan-07,6:15,6:40,25,0,B,AHY,1,0.460,-0.019277,0.000372,46.0,-1.90,3.61,161,-11.67,136.1580,16.1,-1.20,1.4400,10.43,0.3718,0.1383,3.0,0.89,0.8003,2.5,0.39,0.1486,1.449398,2.100756,0.771247,0.594822,2
235,026-49143,2(2007-08),26-Mar-08,6:41,8:19,98,0,I,A1Y,2,0.460,-0.019277,0.000372,46.0,-1.90,3.61,155,-17.67,312.1821,15.5,-1.80,3.2400,9.82,-0.2418,0.0585,2.0,-0.11,0.0111,0.5,-1.61,2.6065,0.523031,0.273562,-1.542940,2.380663,3
237,026-49143,3(2008-09),31-Dec-08,6:04,7:50,106,0,pre,A1Y,3,0.495,0.015723,0.000247,49.5,1.60,2.56,161,-11.67,136.1580,16.1,-1.20,1.4400,9.16,-0.9010,0.8118,1.5,-0.61,0.3665,0.0,-2.11,4.4709,-1.008056,1.016178,-2.034351,4.138584,2
239,026-49268,4(2009-10),04-Mar-10,5:36,9:24,228,1,N,A1Y,4,0.460,-0.019277,0.000372,46.0,-1.90,3.61,178,5.33,28.4230,17.8,0.50,0.2500,9.78,-0.2824,0.0797,2.0,-0.11,0.0111,1.0,-1.11,1.2420,-0.355461,0.126352,-0.813745,0.662181,1
240,026-49269,3(2008-09),13-Feb-09,6:29,8:59,150,0,L,A1Y,3,0.520,0.040723,0.001658,52.0,4.10,16.81,198,25.33,641.6760,19.8,2.50,6.2500,11.05,0.9858,0.9718,2.5,0.39,0.1557,3.5,1.39,1.9197,-0.895490,0.801902,2.546463,6.484474,0
242,026-49270,2(2007-08),10-Feb-08,6:27,7:24,57,0,B,A1Y,2,0.460,-0.019277,0.000372,46.0,-1.90,3.61,152,-20.67,427.1941,15.2,-2.10,4.4100,10.41,0.3519,0.1238,3.0,0.89,0.8003,3.5,1.39,1.9197,2.127266,4.525262,0.968917,0.938799,0
246,026-49274,2(2007-08),15-Apr-08,5:45,7:51,126,1,I,A1Y,2,0.490,0.010723,0.000115,49.0,1.10,1.21,171,-1.67,2.7845,17.1,-0.20,0.0400,9.07,-0.9858,0.9717,2.0,-0.11,0.0111,0.5,-1.61,2.6065,-1.080351,1.167159,-1.170737,1.370625,2
255,026-49404,3(2008-09),13-May-09,5:52,6:51,59,1,N,A1Y,3,0.480,0.000723,0.000001,48.0,0.10,0.01,174,1.33,1.7724,17.4,0.10,0.0100,10.36,0.2970,0.0882,1.5,-0.61,0.3665,1.0,-1.11,1.2420,-0.458968,0.210651,-0.910427,0.828877,1
257,026-49404,4(2009-10),02-Feb-10,5:23,9:36,253,1,L,A1Y,4,0.470,-0.009277,0.000086,47.0,-0.90,0.81,188,15.33,235.0495,18.8,1.50,2.2500,10.65,0.5929,0.3515,2.5,0.39,0.1557,3.0,0.89,0.7842,0.162507,0.026409,1.319284,1.740511,0
260,026-49405,2(2007-08),25-Jan-08,6:19,9:09,170,1,B,1Y,1,0.480,0.000723,0.000001,48.0,0.10,0.01,169,-3.67,13.4592,16.9,-0.40,0.1600,9.64,-0.4200,0.1764,3.0,0.89,0.8003,1.0,-1.11,1.2420,-0.076031,0.005781,0.186322,0.034716,3
261,026-49405,3(2008-09),31-Jan-09,6:23,9:08,165,1,B,A1Y,2,0.470,-0.009277,0.000086,47.0,-0.90,0.81,164,-8.67,75.1459,16.4,-0.90,0.8100,9.67,-0.3909,0.1528,1.0,-1.11,1.2220,1.0,-1.11,1.2420,-0.306250,0.093789,-2.116098,4.477871,1
265,026-49423,2(2007-08),17-Feb-08,6:30,7:04,34,1,L,A1Y,2,0.440,-0.039277,0.001543,44.0,-3.90,15.21,161,-11.67,136.1580,16.1,-1.20,1.4400,10.00,-0.0584,0.0034,3.0,0.89,0.8003,3.5,1.39,1.9197,1.925633,3.708062,0.744458,0.554218,2
268,026-49424,2(2007-08),17-Feb-08,6:30,10:35,245,1,N,A1Y,2,0.500,0.020723,0.000429,50.0,2.10,4.41,161,-11.67,136.1580,16.1,-1.20,1.4400,9.80,-0.2605,0.0678,2.0,-0.11,0.0111,2.0,-0.11,0.0131,-0.064154,0.004116,-0.308688,0.095288,2
270,026-49436,1(2006-07),01-Dec-06,5:52,16:30,638,0,pre,AHY,1,0.480,0.000723,0.000001,48.0,0.10,0.01,173,0.33,0.1098,17.3,0.00,0.0000,9.98,-0.0785,0.0062,2.5,0.39,0.1557,2.5,0.39,0.1486,0.180011,0.032404,0.552622,0.305391,3
271,026-49436,2(2007-08),13-Dec-07,5:55,7:23,88,0,pre,A1Y,2,0.430,-0.049277,0.002428,43.0,-4.90,24.01,152,-20.67,427.1941,15.2,-2.10,4.4100,9.86,-0.1962,0.0385,3.0,0.89,0.8003,4.0,1.89,3.5553,2.592599,6.721569,0.557253,0.310531,6
272,026-49436,3(2008-09),12-Feb-09,6:29,8:35,126,0,I,A1Y,3,0.450,-0.029277,0.000857,45.0,-2.90,8.41,175,2.33,5.4351,17.5,0.20,0.0400,12.11,2.0539,4.2183,1.5,-0.61,0.3665,3.5,1.39,1.9197,1.590850,2.530804,0.651458,0.424397,4
275,026-49437,2(2007-08),04-May-08,5:50,6:23,33,1,N,A1Y,2,0.510,0.030723,0.000944,51.0,3.10,9.61,172,-0.67,0.4471,17.2,-0.10,0.0100,9.53,-0.5346,0.2858,2.0,-0.11,0.0111,0.0,-2.11,4.4709,-1.444370,2.086204,-0.901133,0.812040,0
280,026-49445,2(2007-08),15-Dec-07,5:55,5:54,-1,1,pre,A1Y,2,0.500,0.020723,0.000429,50.0,2.10,4.41,168,-4.67,21.7965,16.8,-0.50,0.2500,9.78,-0.2781,0.0774,3.0,0.89,0.8003,3.0,0.89,0.7842,0.240050,0.057624,1.305686,1.704816,2
283,026-49445,4(2009-10),23-Jan-10,5:18,6:43,85,1,L,A1Y,4,0.500,0.020723,0.000429,50.0,2.10,4.41,185,12.33,152.0616,18.5,1.20,1.4400,10.65,0.5884,0.3462,2.0,-0.11,0.0111,2.0,-0.11,0.0131,-0.730672,0.533882,0.664354,0.441366,2
284,026-49447,1(2006-07),07-Dec-06,5:53,17:30,697,1,pre,AHY,1,0.500,0.020723,0.000429,50.0,2.10,4.41,185,12.33,152.0616,18.5,1.20,1.4400,9.25,-0.8103,0.6566,2.0,-0.11,0.0111,3.0,0.89,0.7842,-1.070183,1.145292,0.407254,0.165856,0
285,026-49448,1(2006-07),07-Dec-06,5:53,17:30,697,1,pre,AHY,1,0.450,-0.029277,0.000857,45.0,-2.90,8.41,162,-10.67,113.8206,16.2,-1.10,1.2100,9.69,-0.3740,0.1399,2.0,-0.11,0.0111,2.0,-0.11,0.0131,0.785245,0.616610,-0.933648,0.871698,0
286,026-49448,2(2007-08),26-Mar-08,6:41,10:35,234,1,L,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,163,-9.67,93.4833,16.3,-1.00,1.0000,9.72,-0.3362,0.1130,1.5,-0.61,0.3665,1.0,-1.11,1.2420,-0.263870,0.069628,-1.474307,2.173580,0
289,026-49508,2(2007-08),18-Apr-08,5:45,7:52,127,1,post,1Y,1,0.490,0.010723,0.000115,49.0,1.10,1.21,180,7.33,53.7483,18.0,0.70,0.4900,10.87,0.8146,0.6635,2.5,0.39,0.1557,0.5,-1.61,2.6065,-0.497340,0.247347,0.430053,0.184946,0
290,026-49508,3(2008-09),18-Dec-08,5:57,6:44,47,1,pre,A1Y,2,0.525,0.045723,0.002091,52.5,4.60,21.16,196,23.33,544.3507,19.6,2.30,5.2900,10.21,0.1517,0.0230,1.5,-0.61,0.3665,0.0,-2.11,4.4709,-2.630537,6.919727,-0.348653,0.121559,3
291,026-49508,4(2009-10),02-Feb-10,5:23,9:36,253,1,L,A1Y,3,0.500,0.020723,0.000429,50.0,2.10,4.41,194,21.33,455.0254,19.4,2.10,4.4100,10.41,0.3519,0.1238,2.0,-0.11,0.0111,1.5,-0.61,0.3776,-1.377996,1.898874,0.552064,0.304775,3
297,026-49527,4(2009-10),01-Mar-10,5:35,7:45,130,1,N,A1Y,3,0.510,0.030723,0.000944,51.0,3.10,9.61,185,12.33,152.0616,18.5,1.20,1.4400,10.25,0.1903,0.0362,2.0,-0.11,0.0111,2.0,-0.11,0.0131,-1.099588,1.209095,0.590806,0.349052,0
298,026-49528,2(2007-08),06-Feb-08,6:25,9:00,155,0,I,1Y,1,0.460,-0.019277,0.000372,46.0,-1.90,3.61,170,-2.67,7.1218,17.0,-0.30,0.0900,11.18,1.1199,1.2542,3.0,0.89,0.8003,4.0,1.89,3.5553,1.833249,3.360801,1.971336,3.886166,5
301,026-49528,3(2008-09),11-May-09,5:52,6:34,42,0,post,A1Y,2,0.470,-0.009277,0.000086,47.0,-0.90,0.81,177,4.33,18.7604,17.7,0.40,0.1600,10.58,0.5204,0.2708,2.0,-0.11,0.0111,0.0,-2.11,4.4709,-0.430544,0.185368,-0.749184,0.561277,5
309,026-49534,2(2007-08),09-Jan-08,6:09,8:27,138,1,B,A1Y,2,0.520,0.040723,0.001658,52.0,4.10,16.81,174,1.33,1.7724,17.4,0.10,0.0100,10.68,0.6243,0.3898,2.5,0.39,0.1557,1.5,-0.61,0.3776,-0.594518,0.353451,0.971969,0.944724,0
310,026-49535,2(2007-08),24-Mar-08,6:40,8:27,107,0,N,A1Y,2,0.510,0.030723,0.000944,51.0,3.10,9.61,180,7.33,53.7483,18.0,0.70,0.4900,9.53,-0.5328,0.2839,1.0,-1.11,1.2220,0.0,-2.11,4.4709,-2.119237,4.491165,-1.752805,3.072326,5
311,026-49544,2(2007-08),23-Mar-08,6:40,7:00,20,0,N,A1Y,2,0.540,0.060723,0.003687,54.0,6.10,37.21,199,26.33,693.3387,19.9,2.60,6.7600,9.71,-0.3489,0.1217,3.0,0.89,0.8003,1.0,-1.11,1.2420,-2.490249,6.201342,1.636800,2.679114,1
313,026-49545,2(2007-08),14-Dec-07,5:55,7:30,95,1,pre,A1Y,2,0.530,0.050723,0.002573,53.0,5.10,26.01,186,13.33,177.7242,18.6,1.30,1.6900,12.94,2.8773,8.2788,2.5,0.39,0.1557,3.0,0.89,0.7842,0.149643,0.022393,3.087977,9.535601,1
315,026-49691,3(2008-09),24-Feb-09,6:33,10:03,210,0,N,A1Y,2,0.530,0.050723,0.002573,53.0,5.10,26.01,201,28.33,802.6640,20.1,2.80,7.8400,9.61,-0.4490,0.2016,1.5,-0.61,0.3665,2.0,-0.11,0.0131,-2.629505,6.914296,0.374742,0.140431,0
321,026-49800,2(2007-08),18-Dec-07,5:57,6:16,19,1,pre,AHY,1,0.480,0.000723,0.000001,48.0,0.10,0.01,179,6.33,40.0857,17.9,0.60,0.3600,10.85,0.7902,0.6244,3.0,0.89,0.8003,4.0,1.89,3.5553,0.912470,0.832602,2.260688,5.110710,1
325,026-49801,3(2008-09),15-May-09,5:53,6:45,52,1,post,A1Y,2,0.485,0.005723,0.000033,48.5,0.60,0.36,180,7.33,53.7483,18.0,0.70,0.4900,10.82,0.7618,0.5803,2.0,-0.11,0.0111,0.0,-2.11,4.4709,-0.736029,0.541739,-0.384133,0.147558,1
327,026-49804,2(2007-08),25-Jan-08,6:19,7:00,41,0,pre,AHY,1,0.510,0.030723,0.000944,51.0,3.10,9.61,176,3.33,11.0977,17.6,0.30,0.0900,9.90,-0.1594,0.0254,3.0,0.89,0.8003,4.0,1.89,3.5553,0.047671,0.002273,2.087844,4.359092,3
330,026-49807,2(2007-08),03-Feb-08,6:24,9:56,212,0,I,AHY,1,0.440,-0.039277,0.001543,44.0,-3.90,15.21,161,-11.67,136.1580,16.1,-1.20,1.4400,11.01,0.9514,0.9051,3.0,0.89,0.8003,3.0,0.89,0.7842,2.235772,4.998676,1.022945,1.046417,0
333,026-49809,2(2007-08),07-Mar-08,6:37,9:18,161,0,N,1Y,1,0.445,-0.034277,0.001175,44.5,-3.40,11.56,152,-20.67,427.1941,15.2,-2.10,4.4100,9.72,-0.3362,0.1130,2.5,0.39,0.1557,0.0,-2.11,4.4709,0.911279,0.830430,-1.526094,2.328964,0
334,026-49809,3(2008-09),09-Feb-09,6:27,11:54,327,0,I,A1Y,2,0.410,-0.069277,0.004799,41.0,-6.90,47.61,157,-15.67,245.5074,15.7,-1.60,2.5600,10.52,0.4633,0.2147,1.5,-0.61,0.3665,2.0,-0.11,0.0131,1.975513,3.902651,-1.641558,2.694714,3
335,026-49809,4(2009-10),02-Feb-10,5:23,9:36,253,0,L,A1Y,3,0.380,-0.099277,0.009856,38.0,-9.90,98.01,140,-32.67,1067.2423,14.0,-3.30,10.8900,11.87,1.8115,3.2815,1.5,-0.61,0.3665,3.5,1.39,1.9197,4.335336,18.795134,-1.117776,1.249423,3
336,026-49811,2(2007-08),27-Feb-08,6:34,11:17,283,0,N,1Y,1,0.525,0.045723,0.002091,52.5,4.60,21.16,187,14.33,205.3869,18.7,1.40,1.9600,9.93,-0.1282,0.0164,3.0,0.89,0.8003,2.0,-0.11,0.0131,-1.288938,1.661362,1.702209,2.897514,0
340,026-49813,4(2009-10),17-Feb-10,5:31,9:28,237,1,N,A1Y,3,0.450,-0.029277,0.000857,45.0,-2.90,8.41,188,15.33,235.0495,18.8,1.50,2.2500,10.39,0.3275,0.1073,2.0,-0.11,0.0111,3.0,0.89,0.7842,0.257514,0.066314,0.433551,0.187966,5
341,026-49815,3(2008-09),20-Feb-09,6:32,9:16,164,1,I,A1Y,2,0.470,-0.009277,0.000086,47.0,-0.90,0.81,183,10.33,106.7363,18.3,1.00,1.0000,9.58,-0.4778,0.2283,2.0,-0.11,0.0111,2.5,0.39,0.1486,-0.412089,0.169817,-0.044456,0.001976,2
345,026-49822,2(2007-08),25-Jan-08,6:19,7:00,41,1,I,A1Y,2,0.520,0.040723,0.001658,52.0,4.10,16.81,170,-2.67,7.1218,17.0,-0.30,0.0900,9.62,-0.4360,0.1901,2.5,0.39,0.1557,2.5,0.39,0.1486,-0.605942,0.367166,0.784463,0.615382,5
347,026-49823,2(2007-08),25-Jan-08,6:19,8:47,148,0,L,A1Y,2,0.450,-0.029277,0.000857,45.0,-2.90,8.41,148,-24.67,608.5435,14.8,-2.50,6.2500,11.35,1.2923,1.6700,3.0,0.89,0.8003,3.0,0.89,0.7842,2.769985,7.672819,1.001323,1.002648,4
348,026-49828,2(2007-08),06-Feb-08,6:25,6:52,27,1,L,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,178,5.33,28.4230,17.8,0.50,0.2500,9.30,-0.7607,0.5786,3.0,0.89,0.8003,2.0,-0.11,0.0131,-0.331016,0.109571,0.651344,0.424250,0
349,026-49844,2(2007-08),13-Feb-08,6:29,8:32,123,0,I,A1Y,2,0.495,0.015723,0.000247,49.5,1.60,2.56,176,3.33,11.0977,17.6,0.30,0.0900,9.98,-0.0785,0.0062,3.0,0.89,0.8003,2.0,-0.11,0.0131,-0.218344,0.047674,1.111985,1.236510,0
351,026-49845,3(2008-09),16-Dec-08,5:56,7:25,89,0,pre,A1Y,3,0.500,0.020723,0.000429,50.0,2.10,4.41,182,9.33,87.0736,18.2,0.90,0.8100,10.57,0.5111,0.2612,2.0,-0.11,0.0111,4.0,1.89,3.5553,-0.048384,0.002341,1.393489,1.941813,0
354,026-49848,4(2009-10),31-Dec-09,5:04,5:49,45,1,pre,A1Y,3,0.475,-0.004277,0.000018,47.5,-0.40,0.16,181,8.33,69.4110,18.1,0.80,0.6400,9.58,-0.4760,0.2266,1.0,-1.11,1.2220,1.0,-1.11,1.2420,-1.183203,1.399970,-1.699010,2.886635,2
355,026-49849,2(2007-08),18-Mar-08,6:39,7:06,27,0,I,AHY,1,0.520,0.040723,0.001658,52.0,4.10,16.81,191,18.33,336.0375,19.1,1.80,3.2400,10.09,0.0252,0.0006,2.5,0.39,0.1557,2.0,-0.11,0.0131,-1.462963,2.140262,1.290665,1.665815,0
356,026-49851,3(2008-09),14-Jan-09,6:12,7:11,59,0,B,1Y,1,0.500,0.020723,0.000429,50.0,2.10,4.41,185,12.33,152.0616,18.5,1.20,1.4400,9.76,-0.3021,0.0913,2.0,-0.11,0.0111,3.0,0.89,0.7842,-0.840378,0.706236,0.652697,0.426014,3
359,026-49853,3(2008-09),17-Dec-08,5:56,6:25,29,1,pre,A1Y,1,0.495,0.015723,0.000247,49.5,1.60,2.56,181,8.33,69.4110,18.1,0.80,0.6400,10.39,0.3275,0.1073,3.0,0.89,0.8003,4.0,1.89,3.5553,0.332361,0.110464,2.262221,5.117646,5
368,026-49868,2(2007-08),28-Feb-08,6:34,9:06,152,1,N,1Y,1,0.525,0.045723,0.002091,52.5,4.60,21.16,189,16.33,266.7122,18.9,1.60,2.5600,11.11,1.0529,1.1085,3.0,0.89,0.8003,1.5,-0.61,0.3776,-0.988871,0.977865,2.110349,4.453573,5
371,026-49880,3(2008-09),13-Mar-09,6:38,9:58,200,0,L,1Y,1,0.490,0.010723,0.000115,49.0,1.10,1.21,163,-9.67,93.4833,16.3,-1.00,1.0000,11.08,1.0195,1.0393,2.0,-0.11,0.0111,2.5,0.39,0.1486,0.762506,0.581415,0.446922,0.199739,3
373,026-49880,4(2009-10),15-Feb-10,5:30,6:34,64,0,I,A1Y,2,0.450,-0.029277,0.000857,45.0,-2.90,8.41,180,7.33,53.7483,18.0,0.70,0.4900,9.01,-1.0497,1.1019,2.0,-0.11,0.0111,2.0,-0.11,0.0131,-0.308091,0.094920,-0.837700,0.701741,0
378,026-49886,4(2009-10),13-Dec-09,4:55,5:11,16,1,pre,A1Y,2,0.490,0.010723,0.000115,49.0,1.10,1.21,186,13.33,177.7242,18.6,1.30,1.6900,9.07,-0.9853,0.9708,1.0,-1.11,1.2220,2.0,-0.11,0.0131,-1.622710,2.633189,-1.231176,1.515795,0
379,026-59532,3(2008-09),18-Dec-08,5:57,7:12,75,0,pre,AHY,1,0.410,-0.069277,0.004799,41.0,-6.90,47.61,168,-4.67,21.7965,16.8,-0.50,0.2500,8.79,-1.2707,1.6148,1.5,-0.61,0.3665,0.0,-2.11,4.4709,0.124038,0.015385,-3.057807,9.350185,2
380,026-59533,3(2008-09),30-Mar-09,5:41,5:44,3,0,I,1Y,1,0.505,0.025723,0.000662,50.5,2.60,6.76,190,17.33,300.3748,19.0,1.70,2.8900,9.53,-0.5346,0.2858,2.0,-0.11,0.0111,1.5,-0.61,0.3776,-1.698251,2.884057,0.089433,0.007998,1
383,026-59926,4(2009-10),25-Mar-10,5:40,6:43,63,1,N,A1Y,2,0.460,-0.019277,0.000372,46.0,-1.90,3.61,161,-11.67,136.1580,16.1,-1.20,1.4400,10.72,0.6643,0.4412,2.0,-0.11,0.0111,2.0,-0.11,0.0131,1.109626,1.231270,-0.336923,0.113517,3
384,026-59955,4(2009-10),16-Mar-10,5:39,6:10,31,1,N,1Y,1,0.490,0.010723,0.000115,49.0,1.10,1.21,161,-11.67,136.1580,16.1,-1.20,1.4400,8.73,-1.3325,1.7756,2.0,-0.11,0.0111,0.0,-2.11,4.4709,-0.945953,0.894827,-1.781999,3.175519,0
